,User,Text,Date,Favorites,Retweets,Mentions,Hashtags,Geolocation
0,llcoolstain,I totally think Nengi and Kidd would make a good couple . Kidd will cheat with her sister while Nengi will cheat with his dad . they're wired like that #BBNaija #BBNaijaLocdown,2020-08-29 23:59:59+00:00,3,11,,#BBNaija #BBNaijaLocdown,
1,JLCPCB,"JLCPCB Prototype For $2/5pcs, 24 Hours Quick Turnaround. Get $23 Coupons For New Customer Free PCB SMT + $24 Coupons Monthly Order Here https://jlcpcb.com/v",2020-08-20 06:31:12+00:00,68,716,,,
2,ZameYdine,The POT calling the Cattle BLACK God of Nengi #BBNaija ,2020-08-29 23:59:59+00:00,0,1,,#BBNaija,
3,Lamaris201010,#BBNaija Oga main chick is for PDA while side chick is in Toilet ......Erica I carry nyash for you oooooo ...Elites let's laugh together ,2020-08-29 23:59:58+00:00,0,33,,#BBNaija,
4,sassyekemini,Are you sure? don't let ozone shippers see you ooo #BBNaija ,2020-08-29 23:59:58+00:00,0,0,,#BBNaija,
5,naijalovergirl1,"Ozo my darling, yes, you deserve trust and self respect. Please, come through with that. Give us bragging rights! #BBNaija",2020-08-29 23:59:58+00:00,0,1,,#BBNaija,
6,naijajigga,I hope Superions eyes have clear now. This una ship no go work...this ship is the reason I left. #BBNaija,2020-08-29 23:59:57+00:00,0,0,,#BBNaija,
7,Kaf_ui,"You cannot have fun or ""create content"" at someone else's expense.. she messed up, yea she messed up.. call a spade a spade.. #BBNaija",2020-08-29 23:59:57+00:00,0,2,,#BBNaija,
8,Jemimz8,"Nengi didn’t do anything wrong , she is cool with everybody and Kidd is a free person that can be extra sometimes but I’m sure he won’t do something to hurt OZO knowing he is with Nengi ,but OZO is over analyzing it cos it was kidd he saw wit her and cos of his feelings #BBNaija",2020-08-29 23:59:56+00:00,1,8,,#BBNaija,
9,meloswt,Did Neo just say “Kidd you look like you’ve had six rounds of sex??” Kidd and Nengi! #BBNaija,2020-08-29 23:59:56+00:00,0,7,,#BBNaija,
10,ThatoM04798900,I am happy nengi is flirting with akidd in front of neo... I still remember how neo wanted the ship to sail soo bad. Blaming ozo for not giving nengi attention...i just feel bad for ozo but anyway they are just friends. #BBNaija,2020-08-29 23:59:55+00:00,0,2,,#BBNaija,
11,NanaYaw80629841,#BBNaija I’m praying that nothing will trigger between Neo and Kiddwaya oo bco’s Neo wants to fight for Ozomena oo he’s really pissed of #bbnaija2020lockdown,2020-08-29 23:59:55+00:00,0,7,,#BBNaija #bbnaija2020lockdown,
12,okonkwoinnoce18,Nengi and kidiwaya playing games but it won’t guarantee them wining .... I give Ozo laycon Erica or Dorathy this win. ##BBNaijaLockdown #BBNaija,2020-08-29 23:59:54+00:00,3,50,,#BBNaijaLockdown #BBNaija,
13,UpgradeLady,Nengi is desperate for Kidd’s attention remember today’s conversation. It makes sense how she always throws herself at him #BBNaija,2020-08-29 23:59:54+00:00,1,10,,#BBNaija,
14,NoraBer68522992,No one can drip like my zaddy #noonelikeike #BBNaija ,2020-08-29 23:59:53+00:00,0,0,,#noonelikeike #BBNaija,
15,PatrenePredicto,Like mad bruh #BBNaija ,2020-08-29 23:59:53+00:00,0,1,,#BBNaija,
16,Dammyadeni,If them born Ozo well. Make hin chop that spaghetti with nengi. Hin go feel my anger for that house. #BBNaija,2020-08-29 23:59:53+00:00,0,0,,#BBNaija,
17,cuttiiiiy,The feeling when I know my Dorathy is abt to have a sound sleep #Bbnaija ,2020-08-29 23:59:52+00:00,2,18,,#Bbnaija,
18,par_excellence1,"Love how Ozo keeps pretending like he has no feelings and nothing phases him, kanti inside kuyanyiwa. #BBNaija",2020-08-29 23:59:52+00:00,0,2,,#BBNaija,
19,Marveey4,"Some ninjas will cry tomorrow sha , ebuka’s questions about to bloody #BBNaija",2020-08-29 23:59:52+00:00,0,3,,#BBNaija,
20,Bbnaija_5gist,At least she didn’t tell Ozo “ I DONT OWE YOU AN EXPLANATION!” #BBnaija ,2020-08-29 23:59:52+00:00,0,1,,#BBnaija,
21,the_princessij,"#BBNaija, hmmmmmmm ",2020-08-29 23:59:52+00:00,0,1,,#BBNaija,
22,VisaNigeria,"Today, we give fist bumps to @Keexstribe as we celebrate this incredible Nigerian born sneaker brand whose uniqueness to tell African stories with their shoes also led them to take advantage of the numerous opportunities that eCommerce provides.",2020-08-15 10:08:49+00:00,804,9511,@keexstribe,,
23,MrsWangLang,We are still waiting for Ozo to tell us what he saw Nengi and Kidd do in the bathroom. #BBNaija #OwambeWithNengi,2020-08-29 23:59:51+00:00,1,9,,#BBNaija #OwambeWithNengi,
24,Rirewaju,Erica too is been played like Ball This life no balance Thank God laycon opt out of this mess #BBNaija,2020-08-29 23:59:51+00:00,3,15,,#BBNaija,
25,merikegang_gh,"Ebi things . For affordable but quality lingeries , sleep wears, underwear, swimsuit etc intimos_bydzi intimos_bydzi is your plug #bbnaija #bbnaijaupdate #bbniaja2020 #bbnaijalockdown #bbnaijalockdown2020… https://www.instagram.com/p/CEfhc0rDORm/?igshid=my11byqge36x",2020-08-29 23:59:51+00:00,0,1,,#bbnaija #bbnaijaupdate #bbniaja2020 #bbnaijalockdown #bbnaijalockdown2020,
26,vennessa_akum,"Are you guys aware there are cameras everywhere? So U can’t insinuate she wants to hide by going to toilet, cuz that was the case all housemates will be going there to talk privately and all. It’s not her fault kayode didn’t show us what happens there #BBNaija",2020-08-29 23:59:50+00:00,1,0,,#BBNaija,
27,poshsypce22,Hmmmmmm... Brothers?? Nengi is so funny #bbnaija2020 #bbnaijalockdown #BBNaija ,2020-08-29 23:59:49+00:00,16,133,,#bbnaija2020 #bbnaijalockdown #BBNaija,
28,PatriciaAndeshi,"Wayademgang make sure Kiddwaya did not smell that bottom 4,God forbid the day it will happen,the housemate are voting him out #bbnaija",2020-08-29 23:59:48+00:00,0,3,,#bbnaija,
29,EricaN05199186,Evil laugh #bbnaija ,2020-08-29 23:59:48+00:00,0,0,,#bbnaija,
30,chimoksreal,"Peppedem housemates knew what they wanted and stayed with, it this lockdown i can’t say anything again #BBNaija",2020-08-29 23:59:47+00:00,0,2,,#BBNaija,
31,toby_trey,Does this babe know that Ozo’s mental health is important? #BBNaija,2020-08-29 23:59:47+00:00,0,0,,#BBNaija,
32,luxeomon,"The knife queen be running shit in the toilet , coward ! #bbnaija",2020-08-29 23:59:47+00:00,0,1,,#bbnaija,
33,WissehMan,Ozo reaction after seeing Kidd unzipped Nengi dress.. #BBNaija ,2020-08-29 23:59:46+00:00,0,2,,#BBNaija,
34,Queensanddi,But nengi is playing her game well after all she has told that yeye boy ozo that she’s not into him and sees him as a brother since the week 1 but he doesn’t want to use his head wisely so he deserves whatever heartaches he’s getting form her #bbnaija,2020-08-29 23:59:46+00:00,0,1,,#bbnaija,
35,thatbitchmate,Neo #BBNaija ,2020-08-29 23:59:46+00:00,0,1,,#BBNaija,
36,Talkyreal, this is why I hate ozone shippers. They will always choose O over nengi and make her the villian. #bbnaija #bbnaijalockdown,2020-08-29 23:59:45+00:00,0,1,,#bbnaija #bbnaijalockdown,
37,StarGirlErica2,I dont know why you guys act like you dont know girls like nengi in real life . Wants to be sweet and act like they kind meanwhile they are fake and loyal to no one . The bathroom thing is not shocking me it was bound to happen . #BBNaija,2020-08-29 23:59:45+00:00,0,3,,#BBNaija,
38,Epiphenia1,"Ever since Kidd said his father took 14 govs out of the country for his birthday. Erica: All we do is sex talk, I want more. Kidd: Silence Nengi: Why are u distancing urself from me? Kidd: Sometimes I get bored of you! Me: #BBNaija #bbnaijalockdown2020 Laycon DJ Switch.",2020-08-29 23:59:45+00:00,5,24,,#BBNaija #bbnaijalockdown2020,
39,VictorOluwatob7,#BBNaija Kidd is just a play boy,2020-08-29 23:59:45+00:00,1,1,,#BBNaija,
40,notooshalaye,"las las he’s just like the agendists we have out here. shippers, jazz up! #bbnaija #OwambeWithNengi",2020-08-29 23:59:44+00:00,0,3,,#bbnaija #OwambeWithNengi,
41,Melissa819_,"Actually, Neo freed Dora. Now she can focus on the money with her full chest & not be dragged into stupid triangles!! TEAM DORA #BBNaija #BBNaijaLockdown",2020-08-29 23:59:44+00:00,0,9,,#BBNaija #BBNaijaLockdown,
42,Leylaa54147696,"I knw ozo is not ur husband u have the right to do what ever u want to,but atleast respect urself as a woman since u get into this friendship with this guy,even if u love kidd open up tell him atleast u did not lie.#BBNaija",2020-08-29 23:59:44+00:00,0,2,,#BBNaija,
43,VisaNigeria,"Today, we give fist bumps to @Keexstribe as we celebrate this incredible Nigerian born sneaker brand whose uniqueness to tell African stories with their shoes also led them to take advantage of the numerous opportunities that eCommerce provides.",2020-08-15 10:08:49+00:00,804,9511,@keexstribe,,
44,_theonlychi,Atleast ozo is seeing everything that is happening between nengi and kidd. But my baby girl erica have just decided to be blind Elites I think we contribute eyes for her #BBNaija #BBNaijaLockdown,2020-08-29 23:59:43+00:00,0,17,,#BBNaija #BBNaijaLockdown,
45,Chief_Statesman,Funny thing is I can bet that nothing happened btw Nengi & Kidd in that bathroom. But it was an awkward position she put herself in. Combined with the fact that it was Kidd (the self acclaimed and proven flirt). #BBNaija #BBNajia #bbnaijalockdown2020 #bbnaija2020 #Ozone,2020-08-29 23:59:43+00:00,0,7,,#BBNaija #BBNajia #bbnaijalockdown2020 #bbnaija2020 #Ozone,
46,AkoisMYHobby,never before seen picture showing when the iceberg hit titanic before it sank #BBNaija ,2020-08-29 23:59:43+00:00,2,10,,#BBNaija,
47,ElizabethKomol4,#BBNaija Ozo I pray you can handle it Don't let it affect your game,2020-08-29 23:59:43+00:00,0,2,,#BBNaija,
48,Yamkela06155588,Dorathy fans leave Ozo business alone focus on Dorathy stop fighting for him abeg n will attract insults to Dorathy focus on Dorathy n know Peace #BBNaija,2020-08-29 23:59:43+00:00,4,29,,#BBNaija,
49,MercilessMercy2,Y'all be wilding on this app #BBNaija ,2020-08-29 23:59:42+00:00,0,0,,#BBNaija,
50,IamTopsy4real,Neo is Ozo special adviser on relationship affairs. The game is the game. If your game can keep you in the house so be it. #BBNaija,2020-08-29 23:59:42+00:00,0,5,,#BBNaija,
51,NoniOmuhle,It was at this point.. #BBNaija ,2020-08-29 23:59:42+00:00,0,0,,#BBNaija,
52,Joeynext,#FakeevictOzoandErica #FakeevictOzoandErica #FakeevictOzoandErica #FakeevictOzoandErica #FakeevictOzoandErica #FakeevictOzoandErica #BBNaija #BBNaijaLockdown,2020-08-29 23:59:42+00:00,0,6,,#FakeevictOzoandErica #FakeevictOzoandErica #FakeevictOzoandErica #FakeevictOzoandErica #FakeevictOzoandErica #FakeevictOzoandErica #BBNaija #BBNaijaLockdown,
53,wuksbackup,Make show finish. You people will know who Nengi is. When I told you people who she is you insulted me. But her skeletons will be exposed. Just wait on it. #bbnaija #bbnaijalockdown,2020-08-29 23:59:42+00:00,3,16,,#bbnaija #bbnaijalockdown,
54,mr_samjaz,The transition right here was the killer for me. Nice one @dj_switchaholic you really killed it. #BBNaija #SaturdayNightParty @BBNaija,2020-08-29 23:59:41+00:00,2,10,@dj_switchaholic @BBNaija,#BBNaija #SaturdayNightParty,
55,oma_sexy,"In as much I'm a Nengi's stan,but no one should blame Ozo tonight please.Nengi something is wrong,what did you drink? #BBNaija",2020-08-29 23:59:41+00:00,0,7,,#BBNaija,
56,SabitiRogers,"Ozo is already giving her attitude guys calm down. Ozo isn't dumb so he knows she's bullshitting him and after the ghosting he's going to give her after tonight,she'll surely be the one begging him to talk. #OzoBornWinner #bbnaijalockdown2020 #BBNaija",2020-08-29 23:59:40+00:00,1,2,,#OzoBornWinner #bbnaijalockdown2020 #BBNaija,
57,DonotbeBias,What “Erica’s list is long oo”has caused I’m laughing in Kidd will you Waya me the money #KiddwayaTheMisjudged #BBNaija ,2020-08-29 23:59:40+00:00,0,5,,#KiddwayaTheMisjudged #BBNaija,
58,Rofokofo,"Ozo is too handsome for this nonsense he's doing. His needy desire for Nengi will only push her farther away from him. He's treating her like she's the ultimate prize, whereas, HE IS THE PRIZE. He should learn from Kidd. Treat her like she's an option. #BBNaija ",2020-08-29 23:59:40+00:00,0,36,,#BBNaija,
59,OB_Omokorede,Ebuka shatter the whole table let everybody have sense. Nonsense! #BBNaija,2020-08-29 23:59:40+00:00,0,4,,#BBNaija,
60,enigma_onyx,Because of a tv show? Who did she snatch and from where or who! Almost all of them said they read their bible...so?! Wawu #BBNaija #BBNajia #bbnaijalockdown2020 #bbnaija2020,2020-08-29 23:59:39+00:00,0,2,,#BBNaija #BBNajia #bbnaijalockdown2020 #bbnaija2020,
61,PrincessOAnene,"Yesterday Na my fave, today Na your fave. This life Na turn by turn #bbnaija ",2020-08-29 23:59:39+00:00,6,40,,#bbnaija,
62,bongibby23,A rare picture of Ozo and Erica #BBNaija ,2020-08-29 23:59:38+00:00,1,10,,#BBNaija,
63,larday,Please don’t rejoice yet! Let’s keep praying she doesn’t succeed in manipulating him this night #bbnaija ,2020-08-29 23:59:38+00:00,0,1,,#bbnaija,
64,JLCPCB,"Only $2 for PCB Prototype, 24 Hours Fast Turn Order here https://jlcpcb.com/v JLCPCB The First Choice of Tech-Hackers!",2020-08-20 06:30:06+00:00,52,472,,,
65,MDanlami,This girl right here don't deserve Ozo at all #BBNaijaLockdown #BBNaija Ozo and Erica Biggie Nengi ,2020-08-29 23:59:38+00:00,0,23,,#BBNaijaLockdown #BBNaija,
66,DellieNath,Sorry o! But Ozo is taking this matter too serious! Like which one is “trust” again?? You guys are not fucking or dating or in any form of relationship. So the whole “trust issue” whatever na just rubbish talk!! #BBNaija #bbnaijalockdown2020 #bbnaija2020,2020-08-29 23:59:38+00:00,0,4,,#BBNaija #bbnaijalockdown2020 #bbnaija2020,
67,ObbieeN,I hope nobody brings anything about OZONE to my tl again.Ozone is dead and buried.OZO deserves better.Henceforth Iam only shipping Ozo with 85M.#BBNaija,2020-08-29 23:59:37+00:00,1,6,,#BBNaija,
68,Semilla_G,You people haf come again. I hate it here #BBNaija ,2020-08-29 23:59:37+00:00,0,1,,#BBNaija,
69,ntokozo_than,"I don't care that Neo is angry. In fact it's what he deserves. He likes inserting himself in other people's business and even took it as far as bullying Dorathy because he thought she was ""standing in between"" Nengi and Ozo. Whole time Nengi didn't even want Ozo. #BBNaija",2020-08-29 23:59:35+00:00,0,9,,#BBNaija,
70,iamjemiii,Asin I'm even pissed that all that is coming out from his mouth. #BBNaija #bbnaija2020 #OwambeNengi,2020-08-29 23:59:35+00:00,0,2,,#BBNaija #bbnaija2020 #OwambeNengi,
71,ohthreeone,Am so happy Ozo finally woke up. This one is just using him to cruise... she’s like Oprah... you my friend he’s my friend we all friends (male)... game over dear...#BBNaija,2020-08-29 23:59:34+00:00,0,6,,#BBNaija,
72,LucyNgznnj,"Ozo: I saw you in the toilet asking kidd to help you zip up, your zips were down Me:Isw kidd leave Toilet first then Nengi followed, They were talking to each other in the party Nengi to Ozo: I and kidd are just like brothers and sisters Nene to Kidd: We are friends #BBNaija",2020-08-29 23:59:34+00:00,0,4,,#BBNaija,
73,janet_boniface,Nengi is all about toilet what a shame and she has to do the toilet thing with Erica man #BBNaija,2020-08-29 23:59:34+00:00,0,5,,#BBNaija,
74,tlash__,I hope they used Toosure after doing whatever they did in that toilet. #BBNaija,2020-08-29 23:59:33+00:00,0,1,,#BBNaija,
75,Bennytopson,"Of course I will always love Nengi, am i a little bit unhappy and pained tonight? Yes! #BBNaija",2020-08-29 23:59:31+00:00,1,1,,#BBNaija,
76,Babygir58111319,"Ayaaaaaa kpele Ozo, Na girls go rush you las las my guy #BBNaija",2020-08-29 23:59:31+00:00,0,4,,#BBNaija,
77,Thelifeoforiade,"He can't. He is not a mean guy. I wish he can though. All he needs to do is MASTURBATE when he wakes up in the morning, and focus. Lock up finally. #BBNaija #BBNajia #bbnaija2020 #bbnaijalockdown2020",2020-08-29 23:59:31+00:00,0,1,,#BBNaija #BBNajia #bbnaija2020 #bbnaijalockdown2020,
78,LimmieBerry,"@Ebuka please disregard what I said this Afternoon,we don’t want Ozone again oooo Please help us dead that ship please ,Now and Forever #BBNaija",2020-08-29 23:59:29+00:00,0,3,@Ebuka,#BBNaija,
79,MrsJamesHampson,She's tipsy na #OwambeWithNengi #BBNaija,2020-08-29 23:59:28+00:00,0,2,,#OwambeWithNengi #BBNaija,
80,CruiseQueenn,"Tomorrow ozone will be back , alcohol is talking #Nengi #BBNaija",2020-08-29 23:59:28+00:00,1,11,,#Nengi #BBNaija,
81,GoodieWifey,Kiddwaya get mouth sha. I'm bored of you? And that conversation continued? #BBNaija,2020-08-29 23:59:27+00:00,0,4,,#BBNaija,
82,ShallyBerry,I regret being so invested in this #bbnaija season. What type of stress is this? My hairline is suffering,2020-08-29 23:59:27+00:00,1,4,,#bbnaija,
83,mccatyn,What did #BBNeo just said to #BBKiddwaya ?? I swear Neo doesn't joke with his friends #BBNaija,2020-08-29 23:59:27+00:00,0,8,,#BBNeo #BBKiddwaya #BBNaija,
84,Millice48780396,Ozo deserves better.. Superions welcome me #BBNaija #bbnaija2020,2020-08-29 23:59:27+00:00,2,19,,#BBNaija #bbnaija2020,
85,VisaNigeria,"Today, we give fist bumps to @Keexstribe as we celebrate this incredible Nigerian born sneaker brand whose uniqueness to tell African stories with their shoes also led them to take advantage of the numerous opportunities that eCommerce provides.",2020-08-15 10:08:49+00:00,804,9511,@keexstribe,,
86,itwitanonymous,"Ok so Ozo is on top of this situation, right? But chooses to allow his narative to be that of a ""weak"" man (where his love interest is concerned) on international television! Hmmm Cool story! #BBNaija",2020-08-29 23:59:26+00:00,0,1,,#BBNaija,
87,Azos75200051,#BBnaija #PartyHardWithErica Can I vote for Neo this night,2020-08-29 23:59:26+00:00,0,11,,#BBnaija #PartyHardWithErica,
88,KasseyShotIt, louder pls. The people at the back can't seem to hear very well #OwambeWithNengi #NengiTheMovement #BBNaija ,2020-08-29 23:59:25+00:00,2,6,,#OwambeWithNengi #NengiTheMovement #BBNaija,
89,vick_chizy,kiddwaya is enjoying the house more than biggy He is Mr cruise! He doesn't allow bad energy spoil his vibes. #BBNaija #BBNaijaLockdown,2020-08-29 23:59:25+00:00,0,7,,#BBNaija #BBNaijaLockdown,
90,TheQUEE46115613,"So you walked in On Kiddwaya helping Nengi with her zip and the first thing you thought of was dirty things. Even when she told you it's not what you think when she asked, you insist she's lying What nonsense, can’t wait 4 Nengi to run them street #BBNaija",2020-08-29 23:59:24+00:00,6,27,,#BBNaija,
91,dosajonna,It must be yummilicious #BBNaija,2020-08-29 23:59:23+00:00,0,0,,#BBNaija,
92,YUCEE4EVA,"@veeiye looks like Storm on X-Men, nice costume tho.... #BBNaija #BBNajia #bbnaijalockdown2020 #bbnaija2020",2020-08-29 23:59:23+00:00,1,3,@veeiye,#BBNaija #BBNajia #bbnaijalockdown2020 #bbnaija2020,
93,Roseangel009,Only Laycon will wear that costume and vibe with it. Another HM would have been uncomfortable. Laycon vibes with anything. #bbnaijalockdown2020 #BBNaijaparty #BBNaija,2020-08-29 23:59:22+00:00,1,12,,#bbnaijalockdown2020 #BBNaijaparty #BBNaija,
94,Aob24699,Nengi is always right! She is always right! She is always right! #BBNaija,2020-08-29 23:59:22+00:00,0,4,,#BBNaija,
95,Wafipikin,"I just pity those of you doing shipping,I have never rated your Ozone and Kiddrica cos they are both fake #BBNaija",2020-08-29 23:59:22+00:00,0,6,,#BBNaija,
96,nnenna_philip,No Nengi Slander will be tolerated Ozoemena dey your dey from now on pls Nengi on HER OWN is ENOUGH CONTENT Wtf #NengiX85M #BBNaija,2020-08-29 23:59:22+00:00,0,5,,#NengiX85M #BBNaija,
97,Bamzi2Cleff,Naaaaa you don’t look at your brother like that naaaa #BBNaija ,2020-08-29 23:59:21+00:00,0,3,,#BBNaija,
98,spyderrmann,People go Dey hashtag BBN for WhatsApp nonsense mchww #BBNaijaLocdown2020 #bbnaija,2020-08-29 23:59:21+00:00,0,2,,#BBNaijaLocdown2020 #bbnaija,
99,IswagPrettygir,Kidd told Nengi that he gets bored of talking to her and she didn't pick offense yet was still pushing harder. Power of flying 14 governors gist. Fear women. Not all shaa #Bbnaija,2020-08-29 23:59:21+00:00,2,25,,#Bbnaija,
100,IamOcholi,I really want to see how Kiddwaya and Nengi then Ozo and Erica plays out. Is that strategic partner thing true? Biggie run am for us na #BBNaija,2020-08-29 23:59:20+00:00,0,5,,#BBNaija,
101,cupcake1608,"At least,Erica messes up openly,she doesn’t hide Love u baby girlll although u give me heartaches #BBNaija",2020-08-29 23:59:20+00:00,0,10,,#BBNaija,
102,UncleSamad_,Private jet money >>>>> ultimate light skin #BBNaija ,2020-08-29 23:59:20+00:00,0,8,,#BBNaija,
103,gish4real,But the beginning of today...neva prepared me for this atleast we shudve been given hints #Bbnaija,2020-08-29 23:59:20+00:00,0,2,,#Bbnaija,
104,Rose58546715,"#This life No balance at all, imagine Erica and Ozo could've been perfect in that housemates but nature didn't join them together. Toilet zipper how dear you naked in front of kidd? #BBNaija@zipperdesperatesidechick.",2020-08-29 23:59:19+00:00,0,3,,#BBNaija,
105,_yemisweet,All Laycon wanted to do his the kiss on the forehead like he does to other female housemates not even the hug but she dragged him #BBNajia #BBNaija #bbnaijalockdown2020 #bbnaija2020 #LayCONSISTENT,2020-08-29 23:59:19+00:00,0,1,,#BBNajia #BBNaija #bbnaijalockdown2020 #bbnaija2020 #LayCONSISTENT,
106,VisaNigeria,"Today, we give fist bumps to @Keexstribe as we celebrate this incredible Nigerian born sneaker brand whose uniqueness to tell African stories with their shoes also led them to take advantage of the numerous opportunities that eCommerce provides.",2020-08-15 10:08:49+00:00,804,9511,@keexstribe,,
107,Anelisa_dot,"Even though laycon’s outfit was trash, he wore it with confidence , I stan a king!! Biggie saw that this game was too easy for Laycon and tried to make it difficult but Lacycon stood tall #Lacyconforthemoney #Bbnaija",2020-08-29 23:59:19+00:00,0,11,,#Lacyconforthemoney #Bbnaija,
108,xlpapiofficial1,It's real and obvious now that Nengi its up to something.... igniting Kids passion indirectly by engaging him into emotional arguments ooooo... chaiii See her body language mehnn!! #BBNaijialockdown2020 #BBNaija #bbnaijalockdown2020,2020-08-29 23:59:19+00:00,1,3,,#BBNaijialockdown2020 #BBNaija #bbnaijalockdown2020,
109,starbaybie_,"Ozone people .. I thought prince was the problem, you idiots looked away from your real problem just to keep attacking someone that does no shit to your unrealistic ship .. #GodofPrince at work #BBNaija",2020-08-29 23:59:17+00:00,7,47,,#GodofPrince #BBNaija,
110,Brashamonday,My ship #BBNaija ,2020-08-29 23:59:17+00:00,0,2,,#BBNaija,
111,ZoeyDelong,"If it was Ike and Ozo having this conversation,he would have Advised Ozo to go beat Kidd Up #BBNaija ",2020-08-29 23:59:17+00:00,1,52,,#BBNaija,
112,CostanceKoketso,Nengi constantly reminded Ozo over and over again that she only see’s him as a Brother/Friend she had every right to do whatever she wants with any man ...it’s not her problem that Ozo didn’t get the message #BBNaija,2020-08-29 23:59:17+00:00,0,2,,#BBNaija,
113,Wekisha1,We want all of the ships for Finals ooh!!!! This will be good strategically for us!!!! #BBNaija,2020-08-29 23:59:16+00:00,0,3,,#BBNaija,
114,Loveth13876070,I tot nengi said DAT she wanted to go and arrange her bed and now she end up telling Kidd how she feels abt him hmmm.. Fear women lyk Nengi #BBNaija,2020-08-29 23:59:16+00:00,0,5,,#BBNaija,
115,nidris2004,All you ppl shipping your fave with Kidd be it Nengi or Erica (both my faves) are you okay? Like mentally? Cause I don’t get how you all want that THING to get near such beautiful and powerful women IT ISNT WORTH THEIR TIME y’all should free dem #BBNaija #Kiddwaya #Erica #Nengi,2020-08-29 23:59:15+00:00,1,2,,#BBNaija #Kiddwaya #Erica #Nengi,
116,FestivalAnimo,. @ShowmaxOnline y'all better drop clips from the toilet with audio. Let's set the records straight. I don't understand this useless thing ozo is doing tonight. You claim you trust her but here you are. #bbnaija #OwambeWithNengi,2020-08-29 23:59:14+00:00,0,6,@ShowmaxOnline,#bbnaija #OwambeWithNengi,
117,festus_ovo,"It's well with you Oz man. Free her and free yourself. But why do you suck your finger, (at times fingers) most of the time. You're too good to be put aside. Anyway, even this life nor balance. #Bbnaija ",2020-08-29 23:59:14+00:00,0,5,,#Bbnaija,
118,shawna_kayz,I have not seen one wrong Nengi has done tonight . Nengi has been consistent . #Bbnaija ,2020-08-29 23:59:13+00:00,31,167,,#Bbnaija,
119,bus_buzzle,Call me aunty 2sure #BBNaija ,2020-08-29 23:59:12+00:00,0,3,,#BBNaija,
120,msdimmy,"Fellow #Ozone shippers, who cursed our ship like this? Please I'm in Silvia Pains!!!! #BBNaija",2020-08-29 23:59:12+00:00,0,4,,#Ozone #BBNaija,
121,Chetachi1212,Elites you people should rest o.. your fave can switch up on you all this night. That one is kuku not alright #BBNaija,2020-08-29 23:59:11+00:00,0,3,,#BBNaija,
122,ChineduIfeoma,"Ozo lost a friend in Dorathy.....bcos of woman, you throway day 1 friendship and forgot yourself..... #BBNaija",2020-08-29 23:59:11+00:00,1,12,,#BBNaija,
123,243Robbinson,Nengi you better open your eyes forget about Kidd this guy is totally bad boy player he will use u and get tired of you Kidd is still with Erica because he doesn't want to hurt her but when they go outside the house he will forget about her completely #BBNaija,2020-08-29 23:59:11+00:00,0,1,,#BBNaija,
124,chizo_alaribe,#BBNaija Ozoemena U are doing well #OzoBornWinner #OZOGrooveMaster ,2020-08-29 23:59:11+00:00,2,11,,#BBNaija #OzoBornWinner #OZOGrooveMaster,
125,JenMbhuri,"You ppl trolling Ozo dnt forget their in a confined place, it wont be easy to stay away from ur spec...as he said this is just a ""freestyle mood"" I doubt after the house he will take this nonsense at all #bbnaija",2020-08-29 23:59:11+00:00,1,5,,#bbnaija,
126,Ejembilydia1,Dorathy #DorathyRockStar #BBNaija,2020-08-29 23:59:10+00:00,3,2,,#DorathyRockStar #BBNaija,
127,VisaNigeria,"Today, we give fist bumps to @Keexstribe as we celebrate this incredible Nigerian born sneaker brand whose uniqueness to tell African stories with their shoes also led them to take advantage of the numerous opportunities that eCommerce provides.",2020-08-15 10:08:49+00:00,804,9511,@keexstribe,,
128,slickbabyarch,Neo talks ..#BBNaija ,2020-08-29 23:59:09+00:00,0,0,,#BBNaija,
129,FaridaUgbo,It's a brother something tonight #bbnaija #kiddwaya,2020-08-29 23:59:09+00:00,0,3,,#bbnaija #kiddwaya,
130,cjiz,Neo is a real G #BBNaija,2020-08-29 23:59:09+00:00,0,6,,#BBNaija,
131,twinkerell,Do you believe that nothing happened in the toilet between Nengi and Kidd? #BBnaija #BBNaijalockdown2020 #Ozone #Kiddrica,2020-08-29 23:59:09+00:00,0,3,,#BBnaija #BBNaijalockdown2020 #Ozone #Kiddrica,
132,iamsweettruth,@ebuka please we want the video of Nene and Kidd in the toilet #BBNaija ,2020-08-29 23:59:09+00:00,1,3,@Ebuka,#BBNaija,
133,Aggio12,Shmoooooood #BBNaija ,2020-08-29 23:59:09+00:00,0,1,,#BBNaija,
134,Sho_dee3,#BBNaija Ozo must just stay away from my Dora He must go peck Lucy ,2020-08-29 23:59:09+00:00,0,6,,#BBNaija,
135,Fantaciaga,The most confused and clueless housemate #bbnaija ,2020-08-29 23:59:09+00:00,0,5,,#bbnaija,
136,Omo_Naira,"There’s nothing in this world that will make me pity Ozo. I can’t relate to this meltdown, sorry. #BBnaija ",2020-08-29 23:59:07+00:00,8,47,,#BBnaija,
137,fafunski,"Nengi just exposed herself as the one chasing Kidd not the other way, the guy said he’s bored of her. #Nengi #BBNaija",2020-08-29 23:59:06+00:00,0,7,,#Nengi #BBNaija,
138,Jay56027440,Let it be on record that Ozo stans are different from Ozone. Ozo is not in any relationship with anybody pls. Remove him from any dragging. Thank you. #BBNaija #OzoIsNotYourProblem,2020-08-29 23:59:05+00:00,0,8,,#BBNaija #OzoIsNotYourProblem,
