,User,Text,Date,Favorites,Retweets,Mentions,Hashtags,Geolocation
917,Derastico,At least we’re all sluts now Lmao #BBNaija,2020-08-29 23:53:49+00:00,0,5,,#BBNaija,
918,naslaizer,Now we know something happened because nengi is acting all compensative ...ozo you are smart indeed #BBNaija,2020-08-29 23:53:48+00:00,0,6,,#BBNaija,
919,flawedlyamazing,What’s Erica saying in all these abi she no dey see? #BBNaija,2020-08-29 23:53:47+00:00,0,0,,#BBNaija,
920,Kanyii_Netufo,Nengi has mental attraction to Ozo #BBNaija,2020-08-29 23:53:46+00:00,1,5,,#BBNaija,
921,judithhanrankis,"Wow, thanks send me your account let me pray for you for more credit alert #SwitchUpWithLaycon #BBNaija",2020-08-29 23:53:46+00:00,0,5,,#SwitchUpWithLaycon #BBNaija,
922,That_IjebuBadoo,Ha Neo is dropping sex sub for Kidd #BBNaija,2020-08-29 23:53:46+00:00,0,17,,#BBNaija,
923,Linvigorate_Y,"After all the talk Kiddwaya still went to sit where he belongs beside Erica while mama Nengi went behind Ozo, who’s playing who?? #BBNaija",2020-08-29 23:53:45+00:00,0,7,,#BBNaija,
924,VisaNigeria,"Today, we give fist bumps to @Keexstribe as we celebrate this incredible Nigerian born sneaker brand whose uniqueness to tell African stories with their shoes also led them to take advantage of the numerous opportunities that eCommerce provides.",2020-08-15 10:08:49+00:00,804,9512,@keexstribe,,
925,HlubiZeeRadebe1,Jesus are you bringing my Ozo out of the hole I need my Ozo back release him father lord from the claws of Jezebel give me my Ozo from week one and week two back #bbnaija,2020-08-29 23:53:44+00:00,3,17,,#bbnaija,
926,Poche_wolverine,"Neo na gossipist, always extra extra even he's alone thinking #BBNaija",2020-08-29 23:53:44+00:00,0,3,,#BBNaija,
927,OloriSupergal,"They talk about Vee and Ozo tells him that every time he was dancing, Vee was constantly looking out for him. Neo says he doesn't want to talk about it so it won't be an issue. Was there another disagreement on the #VeeNeo ship? #OSGBBNAIJA #BBNaija",2020-08-29 23:53:44+00:00,7,49,,#VeeNeo #OSGBBNAIJA #BBNaija,
928,Waya_pepper,Everything is not about money..so ya'll should please shut up! Nengi and Kiddwaya were close at the beginning of the show. She was only asking why Kiddwaya distanced himself...they are just friends. Everyone of them are having their fun and playing their game! #BBNaija,2020-08-29 23:53:43+00:00,0,4,,#BBNaija,
929,_sophiee____,Nengi is just a very big pretender and we know girls like you I sha just pity for ozo and Erica #BBNaija,2020-08-29 23:53:43+00:00,4,41,,#BBNaija,
930,KabweTembo_,This siblingship that only exists when Erica leaves the room #bbnaija ,2020-08-29 23:53:43+00:00,0,11,,#bbnaija,
931,ispeakfacts_ng,Shots fired. Neo is a brother. Your eyes are like they've gone on 6 rounds of sex this night #BBNaija,2020-08-29 23:53:43+00:00,1,17,,#BBNaija,
932,WonderCassuis,Ozo would snap out of this that’s for sure #BBNaija,2020-08-29 23:53:42+00:00,0,4,,#BBNaija,
933,A_Feyiii,She’s drunk and yet she’s still cooking for him... fuckkkkkkkk... but he’s there insinuating shit about her. #BBNaija,2020-08-29 23:53:42+00:00,0,5,,#BBNaija,
934,nengi_royals,"Even in her drunk state She is still making spaghetti for the whole family The self awareness and control is explainable She's been a friend, wife, mother and more I don't Stan nonsnense #OwambeNengi #BBNaija ",2020-08-29 23:53:41+00:00,10,40,,#OwambeNengi #BBNaija,
935,Sarahkelvin9,Ozo will soon have heart attack lol #BBNaija ,2020-08-29 23:53:41+00:00,0,0,,#BBNaija,
936,lope431,Nengi:kidd is like a brother to me (Nengi to kidd) :you are my friend If it was ERICA them go don drag babyG #BBNaija,2020-08-29 23:53:41+00:00,0,5,,#BBNaija,
937,Dora_Content,Dorathy our Cutie #DorathyRockstar #BBNaija,2020-08-29 23:53:41+00:00,0,4,,#DorathyRockstar #BBNaija,
938,Funkymama10,So Erica is complaining of Kidd innocently putting his face on Dorathy’s boobs. Wetin she go do if she hear of the toilet rendezvous #BBNaija,2020-08-29 23:53:41+00:00,0,10,,#BBNaija,
939,horlahumee,Ozo is woke #BBNaija,2020-08-29 23:53:41+00:00,0,4,,#BBNaija,
940,Kauna__,Erica is so oblivious of the things happening around her #BbNaija she go so shock outside the house such an innocent soul,2020-08-29 23:53:41+00:00,0,15,,#BbNaija,
941,baah_pretty,"DW Kayode ..i miss that Kayode ..remember when he showed the toilet, vindicating Mirakuu #BBNaija",2020-08-29 23:53:40+00:00,0,3,,#BBNaija,
942,tami__e,I think something went down in the .......... #BBNaija,2020-08-29 23:53:40+00:00,0,3,,#BBNaija,
943,flawlessteri,"Kidd and nengi should stop abeg, it’s getting somehow. Kidd should at least respect bro code for once. #BBNaija",2020-08-29 23:53:39+00:00,0,4,,#BBNaija,
944,Adaeze645,Did I hear Neo well? Did he just throw that jab now #BBNaija,2020-08-29 23:53:39+00:00,0,3,,#BBNaija,
945,JLCPCB,"Only $2 for PCB Prototype, 24 Hours Fast Turn Order here https://jlcpcb.com/v JLCPCB The First Choice of Tech-Hackers!",2020-08-20 06:30:06+00:00,52,472,,,
946,OgbanFrancis,"Kayode must have secretly played Terry Waya's video for Nengi.....Now is brother, tomorrow will be friend, then boyfriend. Ozo learn from Prince and move on na . #BBNaija",2020-08-29 23:53:38+00:00,0,7,,#BBNaija,
947,Sindelherself,#bbnaija See star girl o opening Yansh on national TV for a guy that is not serious with you. Beauty is best appreciated when accompanied with dignity and self respect! ,2020-08-29 23:53:38+00:00,0,0,,#bbnaija,
948,subojidah,DJ Switch has come to the house with luck...Ozo and Nengi danced together today! @dj_switchaholic @BBNaija #BBNaija #bbnaija2020 #bbnaijalockdown2020 #BigBrotherNaijaLockdown #BigBrotherNaija #BigBrothernaija2020 #OzoNengi #ozone,2020-08-29 23:53:38+00:00,0,1,@dj_switchaholic @BBNaija,#BBNaija #bbnaija2020 #bbnaijalockdown2020 #BigBrotherNaijaLockdown #BigBrotherNaija #BigBrothernaija2020 #OzoNengi #ozone,
949,dammy101,Ahhhhhh you people have started this night o.... are you kidding me??? #BBNaija ,2020-08-29 23:53:36+00:00,2,7,,#BBNaija,
950,festygareth,I’m done with Ozone #BBNaija ,2020-08-29 23:53:36+00:00,0,6,,#BBNaija,
951,Monora16,Nene dey feel guilty because they don catch am #BBNaija,2020-08-29 23:53:36+00:00,1,9,,#BBNaija,
952,BusolaLad,"I'm happy ooo....God of Dorathy, you are a marvellous God! The sweetest part is he won't be able to teĺl Dorathy about this. Let Neo advice him... #bbnaija #DorathyRockStar",2020-08-29 23:53:36+00:00,6,49,,#bbnaija #DorathyRockStar,
953,TheeBibbs,Erica dey vexxxx #bbnaija,2020-08-29 23:53:35+00:00,0,5,,#bbnaija,
954,Soul_Sindi2,Whose eyes look like they have gone 6Rounds of s*x Neo? #BBNaija,2020-08-29 23:53:35+00:00,1,2,,#BBNaija,
955,bellisima007,Neo already giving the culprits gbas gbos! #BBNaija,2020-08-29 23:53:35+00:00,2,7,,#BBNaija,
956,Bolanle_____,Erica is pissed #BBNaija,2020-08-29 23:53:34+00:00,0,11,,#BBNaija,
957,Jescahilali,"Yesterday you wanted to eat my girl when she did the same,, we ain't resting sis #BBNaija ",2020-08-29 23:53:34+00:00,1,5,,#BBNaija,
958,IamKateMcCathy2,The guilt #BBNaija,2020-08-29 23:53:34+00:00,2,5,,#BBNaija,
959,Hiola_,Another long night. #BBNaija,2020-08-29 23:53:34+00:00,0,1,,#BBNaija,
960,GabbyRhee,They say Nengi has been fake since day 1.. Now I'm outchea asking myself whether she has been fake sleeping too #BBNaija,2020-08-29 23:53:33+00:00,0,0,,#BBNaija,
961,Nathacruzzz,#BBNaija Money is the root of all evil Ever since Kidd said his father took 14 govs out of the country for his birthday. Erica: I need full assurance that you love me. Nengi: Kidd why are you avoiding me?,2020-08-29 23:53:33+00:00,1,3,,#BBNaija,
962,JulietIsaac18,Mad oooo Kidd fuck Nengi in the toilet #BBNaija,2020-08-29 23:53:33+00:00,0,2,,#BBNaija,
963,iambookwormdee,#BBNaija 600 years for bbn and Kayode ,2020-08-29 23:53:33+00:00,0,3,,#BBNaija,
964,Chetachi1212,Lmaoooo. same Energyyyyyy!!! #BBNaija ,2020-08-29 23:53:32+00:00,0,4,,#BBNaija,
965,_kinjosh_,"Ozo, you really need to up your game, ffs you're a good looking guy. #BBNaija",2020-08-29 23:53:31+00:00,0,9,,#BBNaija,
966,JLCPCB,"Only $2 for PCB Prototype, 24 Hours Fast Turn Order here https://jlcpcb.com/v JLCPCB The First Choice of Tech-Hackers!",2020-08-20 06:30:06+00:00,52,472,,,
967,PrinceRoyalStan,"Ozo fans that dragged Prince all week because of Nengi please come out ooo, avoid sharp objects, sniper or bridges for now #GodOfPrince #Bbnaija ",2020-08-29 23:53:31+00:00,27,170,,#GodOfPrince #Bbnaija,
968,Asandar_xo,Neo #BBNaija,2020-08-29 23:53:30+00:00,0,4,,#BBNaija,
969,Sa_myra,This spaghetti has kept long on fire oo #bbnaija,2020-08-29 23:53:30+00:00,0,0,,#bbnaija,
970,fanpage_hampson,Your Inlaw Destroying his so called Love to his friend Neo.. I WILL SHIP NENGI WITH BRIGHTO before that guy. Someone that reported slippers to His bestie Y’all must be kidding me sha. #BBNaija #OwambeWithNengi,2020-08-29 23:53:30+00:00,0,10,,#BBNaija #OwambeWithNengi,
971,Li96717201,Neo and Ozo can see what is happening Ozo is not a fool #BBNaija ,2020-08-29 23:53:30+00:00,10,116,,#BBNaija,
972,southafricajob4,Kidd enjoying Erika and Nengi as he likes. Chancing Ozo and Laycon #BBNaija,2020-08-29 23:53:30+00:00,0,3,,#BBNaija,
973,LilianAgba,"Erica honey, please remain unbothered this night #bbnaija ",2020-08-29 23:53:30+00:00,0,11,,#bbnaija,
974,Lilyokafor3,#KiddwayaTheContent #BBNaija ,2020-08-29 23:53:30+00:00,0,2,,#KiddwayaTheContent #BBNaija,
975,Nwanyimanari,Abeg cook the spaghetti fast let him eat and sleep. #BBNaija,2020-08-29 23:53:30+00:00,1,10,,#BBNaija,
976,CharityWD,Neo that was a low blow...learn to control ur emotions #BBNaija,2020-08-29 23:53:27+00:00,0,4,,#BBNaija,
977,Ronke_z,"Erica and Ozo, you must find each other. I’ll go to the mountain for both of you. Damn my twinship #BBNaija ",2020-08-29 23:53:26+00:00,50,527,,#BBNaija,
978,Orhiei,Someone said Nengi is into Kidds Father #BBNaija ,2020-08-29 23:53:26+00:00,1,3,,#BBNaija,
979,Heljhayfx,neo just told kidd his eyes looks like he had just done six rounds of see #BBNaija,2020-08-29 23:53:26+00:00,1,9,,#BBNaija,
980,Arniesuperstar,Kiddwaya a player I stan sha #BBNajia #bbnaija #bbnaijalockdown2020 #bbnaija2020,2020-08-29 23:53:26+00:00,1,1,,#BBNajia #bbnaija #bbnaijalockdown2020 #bbnaija2020,
981,crystalwhite24,Fight go still happen for this house #BBNaija #BBNaijaLockdown,2020-08-29 23:53:25+00:00,0,2,,#BBNaija #BBNaijaLockdown,
982,Apici8,#Bbnaija..my own is star Girl is not boring ,2020-08-29 23:53:25+00:00,0,6,,#Bbnaija,
983,akoboga,NeKidd on the way??? #bbnaijalockdown2020 #BBNaija #BBKiddwaya #BBNengi #BBOzone,2020-08-29 23:53:25+00:00,0,2,,#bbnaijalockdown2020 #BBNaija #BBKiddwaya #BBNengi #BBOzone,
984,omenwa1124,#BBNaija Dorathy tell am he no hear Ka3na tell he no gree Lucy talk am he no hear. When the time come my brother yeee!!!!! De no dey telling person.......... ,2020-08-29 23:53:24+00:00,37,179,,#BBNaija,
985,LuvSwagzx,Only real recognizes real #SwitchUpWithLaycon #BBNaija,2020-08-29 23:53:24+00:00,0,7,,#SwitchUpWithLaycon #BBNaija,
986,Glow_with_tiny,Regardless of the Nengi being in the picture i just feel like Kidd might end up with Erica... Lol i feel bad for ozo tho #BBNaija,2020-08-29 23:53:23+00:00,0,12,,#BBNaija,
987,VisaNigeria,"Today, we give fist bumps to @Keexstribe as we celebrate this incredible Nigerian born sneaker brand whose uniqueness to tell African stories with their shoes also led them to take advantage of the numerous opportunities that eCommerce provides.",2020-08-15 10:08:49+00:00,804,9512,@keexstribe,,
988,MizMeemee,Neo tryung to throw shades at Kidd becauseof his friend Ozo...same Neo that put him in that position leemaoooo #BBNaija,2020-08-29 23:53:23+00:00,0,3,,#BBNaija,
989,dlily10,When I say Tobi was/is still my numero uno @wuksbackup will laugh...the way Tobi did a 360 on Ceec she didn’t see it coming...that is exactly what I want Ozo to do to Nengi tbh #bbnaija,2020-08-29 23:53:23+00:00,1,5,@wuksbackup,#bbnaija,
990,gabsssss__x,Man Kiddwaya is blunt afff Says it how it is #BBNaija,2020-08-29 23:53:23+00:00,1,7,,#BBNaija,
991,NanaAdw71972011,#BBNaija hmmm Ozo hmmm..you made Neo spoilt that good friendship you had with Dorathy i saw this coming Ozone shippers how market na!!! Dorathy to the world,2020-08-29 23:53:23+00:00,1,12,,#BBNaija,
992,Nengi_dultimate,I hate the fact that ozo is falling for Kidd game gush #BBNaija,2020-08-29 23:53:23+00:00,0,5,,#BBNaija,
993,Seun_Raj,Ebuka definitely has some table shaking questions to ask during the live eviction show tonight. #BBNaija,2020-08-29 23:53:23+00:00,0,1,,#BBNaija,
994,so_mie_,Neo just shaded Kidd. Lmao he is so pissed at what he must have seen #BBNaija,2020-08-29 23:53:22+00:00,0,4,,#BBNaija,
995,chiqqlitt,"Look at Nengi, chasing somebodys man and Erica is d one you people hate? I said it from d start that Nengi is a snake, I'm happy her real self is coming out now. Gold digger #bbnaija #bbnaija2020 #BBNaijaLockdown #bbnaijalockdown2020 #BBNaijia #BBNaijaLocdown #BBNaijaLocdown2020",2020-08-29 23:53:21+00:00,1,12,,#bbnaija #bbnaija2020 #BBNaijaLockdown #bbnaijalockdown2020 #BBNaijia #BBNaijaLocdown #BBNaijaLocdown2020,
996,AOckling,Father Lord Thank You!!!Ozo is completely free #BBNaija,2020-08-29 23:53:21+00:00,0,4,,#BBNaija,
997,tori_temi,"I just can't wait for this year's BBN to end, my chest is paining me #BBNaija",2020-08-29 23:53:21+00:00,0,5,,#BBNaija,
998,Olurops,With of all this. Ozo will still beg Nengi in the room #BBNaija,2020-08-29 23:53:21+00:00,0,0,,#BBNaija,
999,iamEbiDoris,Neo too doesn't believe the story...How i wish Ebuka will ask about it #BBNaija #BBNaijaLockdown,2020-08-29 23:53:20+00:00,0,5,,#BBNaija #BBNaijaLockdown,
1000,MGorgeouz,Nah!!! Slow your rolls you can’t compare Nengi’s action with Erica she’s free to do what ever she wants. cause she’s not in a relationship in that house. Periodt!!! #BBNaija I never believe a day will come when I’d defend Nengi over Erica on this App...but here we go,2020-08-29 23:53:20+00:00,1,2,,#BBNaija,
1001,zigiluv3,"Kiddwaya remove yourself shade, let’s see your eyes!! Residential flirt!! #BBNaija",2020-08-29 23:53:20+00:00,0,0,,#BBNaija,
1002,emeka_692,This Neo dey yarn some kind things that I don't understand if he reasons before he speaks. #BBNaija,2020-08-29 23:53:20+00:00,0,0,,#BBNaija,
1003,yogirlissy,#ebuka #Kiddwaya #Nengi #BBNaija these guyssss ,2020-08-29 23:53:19+00:00,2,7,,#ebuka #Kiddwaya #Nengi #BBNaija,
1004,BUSAWLAH,"Did i not say it, you guys have heard from neo #bbnaija",2020-08-29 23:53:19+00:00,0,1,,#bbnaija,
1005,utdwon,Oh you suddenly respect Prince werey ni everybody #BBNaija ,2020-08-29 23:53:19+00:00,0,6,,#BBNaija,
1006,mosahhh,Where's Vee Kayode #BBNaija,2020-08-29 23:53:19+00:00,0,5,,#BBNaija,
1007,AmethystDigita1,Because you're paying her? #bbnaija ,2020-08-29 23:53:19+00:00,0,0,,#bbnaija,
1008,VisaNigeria,"Today, we give fist bumps to @Keexstribe as we celebrate this incredible Nigerian born sneaker brand whose uniqueness to tell African stories with their shoes also led them to take advantage of the numerous opportunities that eCommerce provides.",2020-08-15 10:08:49+00:00,804,9512,@keexstribe,,
1009,O_Tomi_sin,"Ozo, be a man and talk to Nengi, she's right behind you, purposely for you. #BBNaija",2020-08-29 23:53:19+00:00,0,1,,#BBNaija,
1010,biggy_orobo,No love is on that table #BBNaija,2020-08-29 23:53:18+00:00,1,2,,#BBNaija,
1011,Asantewah__,Did you hear Neo. He said Kidd’s eyes look like he’s had sex infront of Erica #BBNaija,2020-08-29 23:53:18+00:00,0,2,,#BBNaija,
1012,Nkemdili5,What I knw is dat Nengi is jst looking for Erica's reaction...buh my babe wl not give goat scholarship #bbnaija,2020-08-29 23:53:18+00:00,0,12,,#bbnaija,
1013,tii_parker,My fave and bathroom shenanigans are 5&6 I own it #BBNaija,2020-08-29 23:53:18+00:00,0,0,,#BBNaija,
1014,DurugborMichael,All these housemates self....most of them don’t know why they’re there #BBNaija they think 85million is N50 Housemates wake up ooh,2020-08-29 23:53:17+00:00,0,1,,#BBNaija,
1015,reeqajay,"#BBNaija nengi destroy the friendship ozo had with Dorathy, now it's Erica. I don't get this gal she wants all the attention and men in the house, ozo plssssss shine your eyes and seeeee",2020-08-29 23:53:17+00:00,0,7,,#BBNaija,
1016,OlumideBello3,"I feel kiddwaya papa money is really distracting all these girls ...I just pity Ozo, Nengi is a smart babe. She is leaving her A game till after the house.... Money would always be a factor #BBNaija #bbnaija2020",2020-08-29 23:53:16+00:00,0,0,,#BBNaija #bbnaija2020,
1017,ther_ess, instant karma for being a gossip. #BBNaija,2020-08-29 23:53:16+00:00,0,1,,#BBNaija,
1018,temiethorpe1,Neo Dey enter Kidd for hin friend #BBNaija,2020-08-29 23:53:16+00:00,1,6,,#BBNaija,
1019,peter_finesse,If you are an upcoming dj and you sabi am wellas just try Halla @Ebuka make e try connect you go play for one of d #BBNaija party forget am my G you done blow. On Gad!!!,2020-08-29 23:53:15+00:00,0,5,@Ebuka,#BBNaija,
1020,Lord_jigakesh,Summary of Ozo and Erica ship #BBNaija ,2020-08-29 23:53:15+00:00,8,23,,#BBNaija,
1021,Kaybanty96,Be like shey DJ Switch don know shey Biggie go do werey #SwitchUpWithLaycon #BBNaija ,2020-08-29 23:53:14+00:00,4,14,,#SwitchUpWithLaycon #BBNaija,
1022,StarGirlErica2,Kidd get the f away from Erica #BBNaija,2020-08-29 23:53:14+00:00,0,8,,#BBNaija,
1023,O_mwin,Nengi would love to associate with the money lifestyle...Ozo should face his front. #BBNaija,2020-08-29 23:53:14+00:00,0,4,,#BBNaija,
1024,Ikech_Balogun,I don't feel for Ozo. he is a man who was constantly warned. Let him burn. Set up my girl for drags for total nonsense. #BBNaija,2020-08-29 23:53:13+00:00,27,159,,#BBNaija,
1025,sunnyukc,"No peace for the wicked,Nengi is restless... Wicked woman! #bbnaijalockdown2020 #Bbnaija",2020-08-29 23:53:13+00:00,0,5,,#bbnaijalockdown2020 #Bbnaija,
1026,Zinel_x,"I want my girl to focus on herself, I don't want her with Kidd no more!!! #BBNaija",2020-08-29 23:53:13+00:00,0,3,,#BBNaija,
1027,TheFlekside,Neo attacking Kidd and Nengi #bbnaija,2020-08-29 23:53:12+00:00,0,8,,#bbnaija,
1028,Sisy71676618,I remember Kidd saying his X was too good he wasn't ready so he did things so that she will end it and not feel bad #kiddrica tell me am seeing things #bbnaija,2020-08-29 23:53:12+00:00,0,7,,#kiddrica #bbnaija,
1029,JLCPCB,"Only $2 for PCB Prototype, 24 Hours Fast Turn Order here https://jlcpcb.com/v JLCPCB The First Choice of Tech-Hackers!",2020-08-20 06:30:06+00:00,52,472,,,
1030,iamAndre_MOZART,Be Like say iceberg dun finally enter ship ...#BBNaija,2020-08-29 23:53:12+00:00,0,0,,#BBNaija,
1031,Lamaris201010,"#BBNaija Neooooooo ,6 rounds ",2020-08-29 23:53:11+00:00,0,6,,#BBNaija,
1032,Cebile_pupu,6 rounds of sex #BBNaija,2020-08-29 23:53:11+00:00,0,7,,#BBNaija,
1033,innieisyourbaby,After hearing 14 governors the hoeism is coming out shameless thing #BBNaija ,2020-08-29 23:53:11+00:00,0,8,,#BBNaija,
1034,CheeWrld,"#BBNaija Nengi, How can you call another man beside Ozo to the restroom to unzip your cloth? Kidd and nengi;those two are always planning their movements during party nights. I pity Ozo and Erica they are being used by them.",2020-08-29 23:53:11+00:00,1,13,,#BBNaija,
1035,Neye_Powers,Neo with the sub #BBNaija,2020-08-29 23:53:10+00:00,1,8,,#BBNaija,
1036,slaythedevil1,Neo be steady capping which one is six round of s**. He is saying things to kidd on code #BBNaija,2020-08-29 23:53:10+00:00,0,2,,#BBNaija,
1037,BossMom47516661,#Bbnaija #kiddricca But why are they often attracted to Kidd? Anyways I am attracted too ,2020-08-29 23:53:10+00:00,3,19,,#Bbnaija #kiddricca,
1038,Jessie_nnam,We need toilet and bathroom exclusive content. #BBNaija,2020-08-29 23:53:09+00:00,0,2,,#BBNaija,
1039,Nengified15,"I love Nengi..I don't care what people say,created this account just for her,Nengi Ninjas welcome me please #OwambeWithNengi #BBNaija ",2020-08-29 23:53:09+00:00,2,9,,#OwambeWithNengi #BBNaija,
1040,IkeStan_,As from now on I’m going to cruise like my fave!! If you take my tweet seriously that’s your personal business!!! Unblock or mute. Tenz #BBNaija,2020-08-29 23:53:09+00:00,2,22,,#BBNaija,
1041,Neonbash3,Why ask Kidd to help you zip your cloth? In the toilet for that matter? What happened to telling a girl in the house or even Ozo to zip your dress? Why zip cloth in the toilet? What happened to using Hoh toilet? #BBNaija #bbnaija2020 #bbnaijalockdown2020,2020-08-29 23:53:09+00:00,0,5,,#BBNaija #bbnaija2020 #bbnaijalockdown2020,
1042,Fatibumbumm,Nahhh this Nengi babe is weird. God forbid #Bbnaija,2020-08-29 23:53:09+00:00,0,3,,#Bbnaija,
1043,OzoneNest,Ozo is woke!!!! #BBNaija,2020-08-29 23:53:08+00:00,1,1,,#BBNaija,
1044,alabi_kifayat,Neo actually cares for ozo o #BBNaija,2020-08-29 23:53:08+00:00,1,12,,#BBNaija,
1045,Fla_wa_,Louder!!! Microphone #BBNaija ,2020-08-29 23:53:06+00:00,0,1,,#BBNaija,
1046,Able_God01,Can #BBNaija just fake Ozo and Erica fake eviction. I want to see something. I need those 2 together. Am damn tired of one useless ozone that won’t work.,2020-08-29 23:53:06+00:00,0,10,,#BBNaija,
1047,Chief_Statesman,Neo is legit angry with Kidd ooooo. #BBNaija #BBNaijaLockdown #BBNajia #bbnaijalockdown2020,2020-08-29 23:53:06+00:00,1,7,,#BBNaija #BBNaijaLockdown #BBNajia #bbnaijalockdown2020,
1048,mbali_snethemba,So Nengi can't see that these people don't have time for her??? #BBNaija,2020-08-29 23:53:05+00:00,1,2,,#BBNaija,
1049,thrift_com,She will still hear. I pray Ebuka scatter the table tomorrow #bbnaija ,2020-08-29 23:53:04+00:00,0,6,,#bbnaija,
1050,JLCPCB,"JLCPCB Prototype For $2/5pcs, 24 Hours Quick Turnaround. Get $23 Coupons For New Customer Free PCB SMT + $24 Coupons Monthly Order Here https://jlcpcb.com/v",2020-08-20 06:31:12+00:00,68,716,,,
1051,gennny1990,"Every night is ""lock up"" but in the morning you unlock #BBNaija ",2020-08-29 23:53:04+00:00,0,0,,#BBNaija,
1052,Nakie57305597,#BBNaija neo ,2020-08-29 23:53:03+00:00,1,2,,#BBNaija,
1053,wendugodson,Imagine elites are so quick to troll nengi for exactly what Erica did to laycon yesterday.. She went to meet laycon for this attention stuff but it was ruled out as Erica being drunk.. But for nengi its a different thing... Tueh! Believe it or not they are the same. #BBNaija,2020-08-29 23:53:03+00:00,3,35,,#BBNaija,
1054,MbaRuthie,"I think ozo is smart.He sees everything she does but keeps his cool.well,I know one day he will drop the trash. #BBNaija",2020-08-29 23:53:03+00:00,0,8,,#BBNaija,
1055,Iam_TIMI,Wait why neo carry matter for head!!! #BBNaija,2020-08-29 23:53:03+00:00,0,0,,#BBNaija,
1056,OgochukwuAnast1,Neo is doin the lord's work #BBNaija,2020-08-29 23:53:03+00:00,1,4,,#BBNaija,
1057,Khanyi______,I need Neo to do what he does best and leak the info #BBNaija,2020-08-29 23:53:02+00:00,1,3,,#BBNaija,
1058,bel4u,Ozooooo!!!! Drop this ship ooooo #BBNaija,2020-08-29 23:53:02+00:00,0,2,,#BBNaija,
1059,AlexanderSnares,"Highlight has it that while one person brotherzoned the other , another said he got bored of the brotherzoner... E.B Tinz #BBNaija",2020-08-29 23:53:01+00:00,0,3,,#BBNaija,
1060,BukunmiSamiat,Did neo just stylishly sIB Kidd #BBNaija,2020-08-29 23:53:01+00:00,0,7,,#BBNaija,
1061,DJflossy1,"#BBnaija #testedgg #luckymallng #winbig #twitter #trend #winand Test and trusted, You may be the lucky winner!!Lucky Mall More Lucky https://luckymall.ng/index.php/mobile/ajax/inviteregister/471214 via @https://luckymall.ng",2020-08-29 23:53:01+00:00,0,0,,#BBnaija #testedgg #luckymallng #winbig #twitter #trend #winand,
1062,only1bryt,Kidd don’t even care about the boys is why I love the guy #BBNaija,2020-08-29 23:53:00+00:00,0,3,,#BBNaija,
1063,ToreBiba,God if Erica! #BBNaija,2020-08-29 23:53:00+00:00,0,3,,#BBNaija,
1064,classykayce,Neo is mean #BBNaija ,2020-08-29 23:53:00+00:00,0,5,,#BBNaija,
1065,Dazzle19397781,God I pray you come through for Nengi! If she is clean in all this and doesn't have ulterior motive towards kidd..pls come thru 4 her. #BBNaija,2020-08-29 23:53:00+00:00,1,13,,#BBNaija,
1066,NewscastarsCom,#BBNaija: Nengi gets pissed off whenever I’m doing well – Prince ,2020-08-29 23:53:00+00:00,0,2,,#BBNaija,
1067,Mestar_Nova,"If Kidd wanted to tell Nengi what’s really up tonight, I swear he would have said it’s because of Ozo that’s why he is trying to keep his distance from her, so Ozo doesn’t have the wrong impression or maybe beef him. But Kidd’s maturity won’t let him say. Bro code! #BBNaija",2020-08-29 23:52:59+00:00,0,5,,#BBNaija,
1068,Queen_damistic,Ozo and Neo are all mouth and no action. They will still do a different thing once they see their women. Bromance made in heaven #BBNaija,2020-08-29 23:52:59+00:00,0,4,,#BBNaija,
1069,happy_cuteangel,Neo entered kidd and he couldnt say anything again #BBNaija,2020-08-29 23:52:59+00:00,0,7,,#BBNaija,
1070,MercilessMercy2,"Dorathy is the same yesterday, today and forever She is herself with her full chest No pretence, no acting for the camera A strong confident woman #BBNaija ",2020-08-29 23:52:59+00:00,11,71,,#BBNaija,
1071,VisaNigeria,"Today, we give fist bumps to @Keexstribe as we celebrate this incredible Nigerian born sneaker brand whose uniqueness to tell African stories with their shoes also led them to take advantage of the numerous opportunities that eCommerce provides.",2020-08-15 10:08:49+00:00,804,9512,@keexstribe,,
1072,mike_okiki, NENGI: KIDD I feel a certain way about you and I’m gonna tell you know. Sometimes you distance yourself from me and I feel like we’re friends. KIDD: I got bored of you. Everyone has their time #BBNaija,2020-08-29 23:52:59+00:00,1,9,,#BBNaija,
1073,hilz_rockaholic,See wetin Neo stylishly tell Nengi and Kidd #BBNaija,2020-08-29 23:52:58+00:00,0,7,,#BBNaija,
1074,rayduvet,I don't understand kid and Nengi ooO... Just making my guy overthink.. It's well Ozo #Bbnaijalockdown #BBNaija #bbnaijalockdown2020,2020-08-29 23:52:58+00:00,0,2,,#Bbnaijalockdown #BBNaija #bbnaijalockdown2020,
1075,bookolami,Neo throwing soft jabs.. #BBNaija,2020-08-29 23:52:57+00:00,0,6,,#BBNaija,
1076,akuaaboagyewaa1,I want Nengi closer to Kiddwaya so Erica’s eye can clear.... Please I’m not bad o I just need my girl to focus rn #BBNaija,2020-08-29 23:52:56+00:00,0,18,,#BBNaija,
1077,ThomberlyW,Nengi is a manipulative bish!!! She’s using Ozo for her game!! She wanna have Kidd and Ozo at the same time!!How can u allow Kidd zip you in the bathroom? Why did he Zip you in the room!! #BBNaija #Ozo #Kiddwaya #Erica #Nengi,2020-08-29 23:52:56+00:00,0,8,,#BBNaija #Ozo #Kiddwaya #Erica #Nengi,
