"","date","Count","word"
"408",2020-08-21 19:11:42,1,"goal"
"409",2020-08-21 19:11:44,1,"goal"
"410",2020-08-21 19:11:45,1,"goal"
"411",2020-08-21 19:11:48,1,"goal"
"412",2020-08-21 19:11:53,1,"goal"
"413",2020-08-21 19:11:54,1,"goal"
"414",2020-08-21 19:11:59,1,"goal"
"415",2020-08-21 19:12:02,1,"goal"
"416",2020-08-21 19:12:04,1,"goal"
"417",2020-08-21 19:12:05,1,"goal"
"418",2020-08-21 19:12:06,3,"goal"
"419",2020-08-21 19:12:08,1,"goal"
"420",2020-08-21 19:12:11,1,"goal"
"421",2020-08-21 19:12:13,1,"goal"
"422",2020-08-21 19:12:14,1,"goal"
"423",2020-08-21 19:12:16,1,"goal"
"424",2020-08-21 19:12:18,2,"goal"
"425",2020-08-21 19:12:19,1,"goal"
"426",2020-08-21 19:12:20,1,"goal"
"427",2020-08-21 19:12:21,1,"goal"
"428",2020-08-21 19:12:23,3,"goal"
"429",2020-08-21 19:12:26,2,"goal"
"430",2020-08-21 19:12:28,3,"goal"
"431",2020-08-21 19:12:29,3,"goal"
"432",2020-08-21 19:12:30,2,"goal"
"433",2020-08-21 19:12:31,2,"goal"
"434",2020-08-21 19:12:32,3,"goal"
"435",2020-08-21 19:12:34,1,"goal"
"436",2020-08-21 19:12:35,2,"goal"
"437",2020-08-21 19:12:38,2,"goal"
"438",2020-08-21 19:12:39,4,"goal"
"439",2020-08-21 19:12:40,4,"goal"
"440",2020-08-21 19:12:41,2,"goal"
"441",2020-08-21 19:12:42,1,"goal"
"442",2020-08-21 19:12:43,3,"goal"
"443",2020-08-21 19:12:44,6,"goal"
"444",2020-08-21 19:12:45,3,"goal"
"445",2020-08-21 19:12:46,1,"goal"
"446",2020-08-21 19:12:47,5,"goal"
"447",2020-08-21 19:12:48,3,"goal"
"448",2020-08-21 19:12:49,4,"goal"
"449",2020-08-21 19:12:50,2,"goal"
"450",2020-08-21 19:12:51,1,"goal"
"451",2020-08-21 19:12:52,2,"goal"
"452",2020-08-21 19:12:53,4,"goal"
"453",2020-08-21 19:12:54,2,"goal"
"454",2020-08-21 19:12:55,2,"goal"
"455",2020-08-21 19:12:56,4,"goal"
"456",2020-08-21 19:12:58,1,"goal"
"457",2020-08-21 19:12:59,3,"goal"
"458",2020-08-21 19:13:00,2,"goal"
"459",2020-08-21 19:13:01,4,"goal"
"460",2020-08-21 19:13:02,6,"goal"
"461",2020-08-21 19:13:03,4,"goal"
"462",2020-08-21 19:13:04,2,"goal"
"463",2020-08-21 19:13:05,5,"goal"
"464",2020-08-21 19:13:06,4,"goal"
"465",2020-08-21 19:13:07,4,"goal"
"466",2020-08-21 19:13:08,4,"goal"
"467",2020-08-21 19:13:09,4,"goal"
"468",2020-08-21 19:13:10,2,"goal"
"469",2020-08-21 19:13:11,4,"goal"
"470",2020-08-21 19:13:12,2,"goal"
"471",2020-08-21 19:13:13,3,"goal"
"472",2020-08-21 19:13:14,2,"goal"
"473",2020-08-21 19:13:15,4,"goal"
"474",2020-08-21 19:13:16,4,"goal"
"475",2020-08-21 19:13:17,2,"goal"
"476",2020-08-21 19:13:18,3,"goal"
"477",2020-08-21 19:13:19,1,"goal"
"478",2020-08-21 19:13:20,3,"goal"
"479",2020-08-21 19:13:21,2,"goal"
"480",2020-08-21 19:13:22,1,"goal"
"481",2020-08-21 19:13:23,4,"goal"
"482",2020-08-21 19:13:24,3,"goal"
"483",2020-08-21 19:13:25,6,"goal"
"484",2020-08-21 19:13:26,4,"goal"
"485",2020-08-21 19:13:27,6,"goal"
"486",2020-08-21 19:13:28,1,"goal"
"487",2020-08-21 19:13:29,1,"goal"
"488",2020-08-21 19:13:30,1,"goal"
"489",2020-08-21 19:13:31,3,"goal"
"490",2020-08-21 19:13:32,4,"goal"
"491",2020-08-21 19:13:33,1,"goal"
"492",2020-08-21 19:13:34,4,"goal"
"493",2020-08-21 19:13:35,1,"goal"
"494",2020-08-21 19:13:36,5,"goal"
"495",2020-08-21 19:13:37,3,"goal"
"496",2020-08-21 19:13:38,2,"goal"
"497",2020-08-21 19:13:39,4,"goal"
"498",2020-08-21 19:13:40,1,"goal"
"499",2020-08-21 19:13:41,2,"goal"
"500",2020-08-21 19:13:42,3,"goal"
"501",2020-08-21 19:13:43,1,"goal"
"502",2020-08-21 19:13:44,1,"goal"
"503",2020-08-21 19:13:45,3,"goal"
"504",2020-08-21 19:13:46,2,"goal"
"505",2020-08-21 19:13:47,1,"goal"
"506",2020-08-21 19:13:48,2,"goal"
"507",2020-08-21 19:13:49,3,"goal"
"508",2020-08-21 19:13:50,3,"goal"
"509",2020-08-21 19:13:51,3,"goal"
"510",2020-08-21 19:13:53,1,"goal"
"511",2020-08-21 19:13:54,2,"goal"
"512",2020-08-21 19:13:55,2,"goal"
"513",2020-08-21 19:13:56,2,"goal"
"514",2020-08-21 19:13:57,2,"goal"
"515",2020-08-21 19:13:58,3,"goal"
"516",2020-08-21 19:14:00,1,"goal"
"517",2020-08-21 19:14:01,1,"goal"
"518",2020-08-21 19:14:02,3,"goal"
"519",2020-08-21 19:14:03,4,"goal"
"520",2020-08-21 19:14:04,4,"goal"
"521",2020-08-21 19:14:05,2,"goal"
"522",2020-08-21 19:14:06,1,"goal"
"523",2020-08-21 19:14:07,3,"goal"
"524",2020-08-21 19:14:08,1,"goal"
"525",2020-08-21 19:14:09,3,"goal"
"526",2020-08-21 19:14:10,5,"goal"
"527",2020-08-21 19:14:11,2,"goal"
"528",2020-08-21 19:14:12,3,"goal"
"529",2020-08-21 19:14:13,1,"goal"
"530",2020-08-21 19:14:14,1,"goal"
"531",2020-08-21 19:14:15,4,"goal"
"532",2020-08-21 19:14:16,2,"goal"
"533",2020-08-21 19:14:17,1,"goal"
